Reporting Fiscal Year,Agency,Agency Name,Resource indicators,Previous FY Actual,Current FY Plan,Current FY Updated Plan,Next FY Plan,Previous FY 4-Month Actual,Current FY 4-Month Actual,Notes
2021,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,Personnel,390,410,377,408,404,376,
2021,DCWP,DEPT OF CONSUMER & WORKER PROTECTION,Overtime paid ($000),$147,$114,$114,$114,$73,$4,
2021,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Expenditures ($000,000)","$1,839.80","$1,281.90","$1,989.10","$1,297.60",$932.10,"$1,408.00",Includes all funds.
2021,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Revenues ($000,000)",$74.20,$63.80,$63.80,$53.40,$25.00,$23.00,
2021,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,Personnel,"2,460","2,801","2,673","2,754","2,509","2,376",
2021,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Overtime paid ($000,000)",$28.30,$22.00,$22.30,$22.10,$9.10,$6.50,
2021,DCAS,DEPARTMENT OF CITYWIDE ADMIN SERVICES,"Capital commitments ($000,000)",$203.80,$540.60,$338.10,$322.00,$157.30,$18.50,
2021,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,"Expenditures ($000,000)",$209.90,$189.40,$193.10,$144.20,$95.70,$84.40,Includes all funds.
2021,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,Personnel,67,64,66,63,61,65,
2021,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,Overtime paid ($000),$6,$0,$0,$0,$0,$0,
2021,DCLA,DEPARTMENT OF CULTURAL AFFAIRS,"Capital commitments ($000,000)",$126.50,$152.10,$214.90,$158.70,$65.50,$3.60,
2021,DCP,DEPARTMENT OF CITY PLANNING,"Expenditures ($000,000)",$43.00,$44.60,$46.10,$42.20,$25.10,$21.30,Includes all funds.
2021,DCP,DEPARTMENT OF CITY PLANNING,"Revenues ($000,000)",$3.10,$2.00,$3.00,$2.00,$1.10,$1.20,
2021,DCP,DEPARTMENT OF CITY PLANNING,Personnel,317,390,354,367,322,304,
2021,DCP,DEPARTMENT OF CITY PLANNING,Overtime paid ($000),$19,$32,$32,$32,$7,$0,
2021,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,"Expenditures ($000,000)",$347.20,$169.10,$344.40,$150.40,$116.30,$127.90,Includes all funds.
2021,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,Revenues ($000),$46,$150,$150,$150,$25,$14,
2021,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,Personnel,"1,263","1,553","1,245","1,292","1,320","1,243",
2021,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,"Overtime paid ($000,000)",$2.20,$1.10,$1.10,$1.10,$0.80,$0.40,
2021,DDC,DEPARTMENT OF DESIGN & CONSTRUCTION,"Capital commitments (capital projects managed for client agencies) ($000,000)",$873.00,"$2,062.20","$1,650.70",$0.00,NA,$0.00,
2021,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Expenditures ($000,000)","$1,382.80","$1,438.80","$1,498.80","$1,384.70",$629.50,$579.00,Includes all funds.
2021,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Revenues ($000,000)",$19.90,$19.20,$19.20,$18.90,$6.40,$5.40,DEP revenues shown here do not include any of the approximately $1.5 billion the City receives annually from the NYC Water Board in reimbursement for operations & maintenance and in rent.
2021,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,Personnel,"6,105","6,426","6,452","6,401","6,080","5,990",
2021,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Overtime paid ($000,000)",$50.50,$45.80,$48.00,$44.50,$15.90,$12.30,
2021,DEP,DEPARTMENT OF ENVIRONMENTAL PROTECTION,"Capital commitments ($000,000)","$1,029.40","$2,727.60","$2,688.40","$2,391.00",$250.40,$182.10,
2021,DFTA,DEPARTMENT FOR THE AGING,"Expenditures ($000,000)",$424.00,$412.40,$421.50,$383.60,$260.30,$221.80,Includes all funds.
2021,DFTA,DEPARTMENT FOR THE AGING,"Revenues ($000,000)",$1.50,$1.00,$1.00,$1.00,$0.60,$0.80,
2021,DFTA,DEPARTMENT FOR THE AGING,Personnel,636,689,671,671,629,642,Personnel’ includes the full-time equivalent of non-DFTA employees who are older New Yorkers participating in DFTA’s Senior Employment (Title V) program.
2021,DFTA,DEPARTMENT FOR THE AGING,Overtime paid ($000),$41,$0,$9,$0,$10,$3,
2021,DFTA,DEPARTMENT FOR THE AGING,"Capital commitments ($000,000)",$7.20,$3.20,$4.10,$7.10,$4.40,$0.00,
2021,DFTA,DEPARTMENT FOR THE AGING,"Human services contract budget ($000,000)",$364.20,$279.60,$310.40,$280.00,$128.90,$140.90,
2021,DHS,DEPARTMENT OF HOMELESS SERVICES,"Expenditures ($000,000)","$2,369.20","$2,059.80","$2,393.90","$2,052.50","$1,572.60","$1,904.50",Includes all funds.
2021,DHS,DEPARTMENT OF HOMELESS SERVICES,Personnel,"2,119","2,237","2,049","2,105","2,288","2,083",
2021,DHS,DEPARTMENT OF HOMELESS SERVICES,"Overtime paid ($000,000)",$19.90,$3.90,$6.50,$3.90,$5.80,$5.10,
2021,DHS,DEPARTMENT OF HOMELESS SERVICES,"Capital commitments ($000,000)",$11.00,$96.30,$63.10,$72.20,$6.70,$2.30,
2021,DHS,DEPARTMENT OF HOMELESS SERVICES,"Human services contract budget ($000,000)","$2,029.80","$1,756.70","$1,942.60","$1,758.20",$740.60,$818.00,
2021,DOB,DEPARTMENT OF BUILDINGS,"Expenditures ($000,000)",$189.50,$183.00,$197.60,$182.10,$67.00,$71.80,Includes all funds.
2021,DOB,DEPARTMENT OF BUILDINGS,"Revenues ($000,000)",$340.60,$352.70,$316.30,$337.90,$125.00,$106.60,
2021,DOB,DEPARTMENT OF BUILDINGS,Personnel,"1,734","1,756","1,743","1,821","1,660","1,693",
2021,DOB,DEPARTMENT OF BUILDINGS,"Overtime paid ($000,000)",$8.80,$3.00,$3.00,$3.00,$2.40,$2.10,
2021,DOC,DEPARTMENT OF CORRECTION,"Expenditures ($000,000)","$1,287.20","$1,150.00","$1,140.30","$1,157.10",$456.80,$421.00,Includes all funds.
2021,DOC,DEPARTMENT OF CORRECTION,"Revenues ($000,000)",$12.60,$13.50,$10.20,$15.50,$4.80,$3.20,
2021,DOC,DEPARTMENT OF CORRECTION,Personnel (uniformed),"9,237","7,219","7,219","7,060","9,859","8,996",
2021,DOC,DEPARTMENT OF CORRECTION,Personnel (civilian),"1,803","1,847","1,742","1,901","1,819","1,752",
2021,DOC,DEPARTMENT OF CORRECTION,"Overtime paid ($000,000)",$146.60,$91.20,$94.20,$87.70,$53.90,$26.60,
2021,DOC,DEPARTMENT OF CORRECTION,"Capital commitments ($000,000)",$42.20,$348.50,$404.50,$726.60,$11.80,$1.50,
2021,DOE,DEPARTMENT OF EDUCATION,"Expenditures ($000,000)","$28,066.50","$27,560.00","$28,956.30","$28,481.20","$10,859.40","$11,013.60",Includes all funds.
2021,DOE,DEPARTMENT OF EDUCATION,"Revenues ($000,000)",$88.10,$52.70,$52.70,$52.70,$19.60,$3.70,
2021,DOE,DEPARTMENT OF EDUCATION,Personnel,"147,792","150,479","150,479","153,648","146,292","145,151",
2021,DOE,DEPARTMENT OF EDUCATION,"Overtime paid ($000,000)",$22.60,$15.30,$15.30,$15.30,$4.90,$2.70,
2021,DOE,DEPARTMENT OF EDUCATION,"Human services contract budget ($000,000)","$1,377.60","$1,319.80","$1,370.40","$1,348.00",$375.10,$333.60,
2021,DOF,DEPARTMENT OF FINANCE,"Expenditures ($000,000)",$310.10,$324.80,$326.80,$321.50,$135.40,$129.40,Includes all funds.
2021,DOF,DEPARTMENT OF FINANCE,"Revenues ($000,000)",$887.00,$829.90,$805.00,$923.80,$309.50,$264.00,
2021,DOF,DEPARTMENT OF FINANCE,Personnel,"2,018","2,181","2,121","2,180","2,099","1,992",
2021,DOF,DEPARTMENT OF FINANCE,Overtime paid ($000),"$7,034","$1,050","$1,050","$1,050","$1,682","$2,344",
2021,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Expenditures ($000,000)","$1,860.30","$1,722.70","$2,185.80","$1,770.70","$1,042.10","$1,189.30",Includes all funds.
2021,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Revenues ($000,000)",$31.90,$30.40,$30.70,$30.40,$11.80,$8.40,
2021,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,Personnel,"6,907","6,931","6,735","6,948","6,773","6,687",
2021,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Overtime paid ($000,000)",$22.80,$5.60,$16.20,$5.70,$3.80,$8.40,
2021,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Capital commitments ($000,000)",$50.10,$195.20,$134.60,$211.10,$15.60,$49.80,
2021,DOHMH,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"Human services contract budget ($000,000)",$732.00,$718.30,$779.00,$782.20,$259.80,$247.90,
2021,DOI,DEPARTMENT OF INVESTIGATION,"Expenditures ($000,000)",$53.20,$52.80,$58.20,$50.20,$16.90,$30.20,Includes all funds.
2021,DOI,DEPARTMENT OF INVESTIGATION,"Revenues ($000,000)",$2.60,$2.80,$2.40,$3.80,$0.50,$0.20,
2021,DOI,DEPARTMENT OF INVESTIGATION,Personnel,362,372,367,365,367,352,
2021,DOI,DEPARTMENT OF INVESTIGATION,Overtime paid ($000),$696,$105,$105,$105,$418,$28,
2021,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,"Expenditures ($000,000)",$821.70,$700.60,$887.40,$699.20,$348.60,$410.90,Includes all funds.
2021,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,"Revenues ($000,000)",$150.70,$168.90,$175.40,$143.50,$39.60,$39.60,
2021,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,Personnel,"1,687","1,798","1,722","1,829","1,595","1,645",
2021,OTI,OFFICE OF TECHNOLOGY AND INNOVATION,Overtime paid ($000),"$2,677",$315,$315,$315,$519,$651,
2021,DOP,DEPARTMENT OF PROBATION,"Expenditures ($000,000)",$114.30,$123.70,$125.40,$119.30,$49.50,$55.70,Includes all funds.
2021,DOP,DEPARTMENT OF PROBATION,Revenues ($000),$322,$452,$452,$452,$117,$94,
2021,DOP,DEPARTMENT OF PROBATION,Personnel,"1,123","1,148","1,096","1,134","1,127","1,096",
2021,DOP,DEPARTMENT OF PROBATION,Overtime paid ($000),"$2,782","$1,861","$3,361","$1,861","$1,372",$424,
2021,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,"Expenditures ($000,000)",$9.60,$11.60,$11.20,$16.30,$4.60,$5.10,Includes all funds.
2021,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,"Revenues ($000,000)",$0.60,$0.80,$0.80,$0.90,$0.20,$0.30,
2021,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,Personnel,76,72,66,65,72,70,
2021,DORIS,DEPARTMENT OF RECORDS & INFORMATION SVS,Overtime paid ($000),$0,$0,$0,$0,$8,$0,
2021,DOT,DEPARTMENT OF TRANSPORTATION,"Expenditures ($000,000)","$1,094.10","$1,099.90","$1,131.10","$1,144.90",$595.30,$522.80,Includes all funds.
2021,DOT,DEPARTMENT OF TRANSPORTATION,"Revenues ($000,000)",$404.10,$440.20,$415.50,$447.70,$130.70,$92.20,
2021,DOT,DEPARTMENT OF TRANSPORTATION,Personnel,"5,817","5,779","5,694","5,798","5,742","5,636",
2021,DOT,DEPARTMENT OF TRANSPORTATION,"Overtime paid ($000,000)",$62.00,$46.50,$53.20,$53.20,$22.20,$18.30,
2021,DOT,DEPARTMENT OF TRANSPORTATION,"Capital commitments ($000,000)",$702.10,"$1,881.90","$1,242.30","$2,223.30",$174.30,$66.10,
2021,DPR,DEPARTMENT OF PARKS AND RECREATION,"Expenditures ($000,000)",$567.20,$503.10,$548.50,$532.70,$231.90,$196.60,Includes all funds.
2021,DPR,DEPARTMENT OF PARKS AND RECREATION,"Revenues ($000,000)",$61.80,$49.40,$28.70,71,$27.10,$6.80,
2021,DPR,DEPARTMENT OF PARKS AND RECREATION,Personnel (Total FT and FTE),"6,936","6,928","6,423","7,468","6,907","6,307",
2021,DPR,DEPARTMENT OF PARKS AND RECREATION,Full-time equivalent (FTE) personnel,"2,700","2,629","2,224","3,208","2,673","2,135",
2021,DPR,DEPARTMENT OF PARKS AND RECREATION,Parks Opportunity Program (POP) participants,"1,420","1,506","1,045","1,604","1,384",720,"The Parks Opportunity Program participants, reflected as full-time equivalents, are a subtotal of the Department's total Personnel count."
2021,DPR,DEPARTMENT OF PARKS AND RECREATION,"Overtime paid ($000,000)",$24.30,$12.10,$16.90,$15.10,$10.60,$10.00,
2021,DPR,DEPARTMENT OF PARKS AND RECREATION,"Capital commitments ($000,000)",$332.90,$769.80,$647.40,$933.60,$122.90,$22.40,
2021,DSNY,DEPARTMENT OF SANITATION,"Expenditures ($000,000)","$2,103.20","$1,770.90","$2,148.30","$1,738.80",$832.40,"$1,020.20",Includes all funds.
2021,DSNY,DEPARTMENT OF SANITATION,"Revenues ($000,000)",$24.90,$16.60,$21.00,$15.30,$9.40,$6.20,
2021,DSNY,DEPARTMENT OF SANITATION,Personnel (uniformed),"7,755","7,425","7,425","7,381","8,065","7,523",
2021,DSNY,DEPARTMENT OF SANITATION,Personnel (civilian),"2,171","2,503","2,179","2,354","2,414","2,142",
2021,DSNY,DEPARTMENT OF SANITATION,"Overtime paid ($000,000)",$156.20,$114.40,$140.70,$101.50,$33.10,$65.70,
2021,DSNY,DEPARTMENT OF SANITATION,"Capital commitments ($000,000)",$266.80,$689.90,$302.50,$184.70,$187.30,$4.10,
2021,DVS,DEPARTMENT OF VETERANS' SERVICES,"Expenditures ($000,000)",$5.00,$6.50,$6.10,$6.20,$2.30,$1.70,Includes all funds.
2021,DVS,DEPARTMENT OF VETERANS' SERVICES,Personnel,41,44,39,44,43,40,
2021,DVS,DEPARTMENT OF VETERANS' SERVICES,Overtime paid ($000),$25,$0,$0,$0,$6,$2,
2021,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,"Expenditures ($000,000)",$955.20,$792.80,$885.70,$745.40,$646.00,$488.90,Includes all funds.
2021,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,Personnel,573,575,543,516,540,547,
2021,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,Overtime paid ($000),$45,$154,$154,$154,$7,$11,
2021,DYCD,DEPARTMENT OF YOUTH & COMMUNITY DEV,"Human services contract budget ($000,000)",$700.90,$664.60,$754.60,$592.20,$236.20,$156.20,
2021,EDC,ECONOMIC DEVELOPMENT CORPORATION,Personnel,529,541,504,504,538,510,
2021,EDC,ECONOMIC DEVELOPMENT CORPORATION,"Capital commitments ($000,000)",$276.40,$947.00,$781.30,$649.00,$61.80,$57.70,
2021,FDNY,FIRE DEPARTMENT,"Expenditures ($000,000)","$2,174.50","$2,103.60","$2,159.90","$2,091.50",$738.70,$751.10,Includes all funds.
2021,FDNY,FIRE DEPARTMENT,"Revenues ($000,000)",$100.40,$98.50,$89.50,$103.50,$43.60,$37.40,
2021,FDNY,FIRE DEPARTMENT,Personnel (uniformed),"11,047","10,943","10,945","10,945","11,080","10,928",
2021,FDNY,FIRE DEPARTMENT,Personnel (civilian),"6,433","6,363","6,405","6,405","6,306","6,327",
2021,FDNY,FIRE DEPARTMENT,"Overtime paid ($000,000)",$331.80,$251.30,$269.70,$258.70,$107.30,$92.60,
2021,FDNY,FIRE DEPARTMENT,"Capital commitments ($000,000)",$114.60,$279.70,$169.60,$173.90,$92.20,$44.30,
2021,H + H,HEALTH AND HOSPITALS CORP,"Expenditures ($000,000)","$8,581.60","$8,011.40","$8,011.40","$8,240.80","$2,588.60","$3,575.90",Includes all funds.
2021,H + H,HEALTH AND HOSPITALS CORP,"Revenues ($000,000)","$9,373.00","$8,879.90","$8,879.90","$8,873.20","$2,369.70","$3,307.10",
2021,H + H,HEALTH AND HOSPITALS CORP,Personnel,"39,765","37,272","37,272","37,272","38,187","39,863",
2021,H + H,HEALTH AND HOSPITALS CORP,"Overtime paid ($000,000)",$153.60,$153.60,$153.60,$153.60,$63.50,$62.60,
2021,H + H,HEALTH AND HOSPITALS CORP,"Capital commitments ($000,000)",$531.90,$882.80,$694.70,$501.50,$269.00,$115.30,
2021,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Expenditures ($000,000)","$1,129.80","$1,055.50","$1,271.60","$1,032.90",$422.50,$648.00,Includes all funds.
2021,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Revenues ($000,000)",$72.70,$39.00,$43.90,$39.10,$38.60,$21.10,
2021,HPD,HOUSING AND PRESERVATION DEVELOPMENT,Personnel,"2,429","2,559","2,511","2,534","2,409","2,414",
2021,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Overtime paid ($000,000)",$3.50,$2.00,$2.00,$2.00,$1.00,$0.40,
2021,HPD,HOUSING AND PRESERVATION DEVELOPMENT,"Capital commitments ($000,000)",$699.80,$741.50,"$1,431.60","$1,449.50",$0.10,$111.30,
2021,HRA,HUMAN RESOURCES ADMINISTRATION,"Expenditures ($000,000)","$10,555.90","$9,432.40","$9,800.30","$10,090.60","$4,136.10","$3,641.90",Includes all funds.
2021,HRA,HUMAN RESOURCES ADMINISTRATION,"Revenues ($000,000)",$67.30,$42.60,$42.60,$42.60,$9.90,$21.60,
2021,HRA,HUMAN RESOURCES ADMINISTRATION,Personnel,"12,520","13,665","12,789","13,600","12,630","12,329",
2021,HRA,HUMAN RESOURCES ADMINISTRATION,"Overtime paid ($000,000)",$45.10,$16.70,$16.70,$15.90,$12.90,$13.40,
2021,HRA,HUMAN RESOURCES ADMINISTRATION,"Capital commitments ($000,000)",$23.00,$93.60,$62.20,$57.40,$2.70,($1.40),
2021,HRA,HUMAN RESOURCES ADMINISTRATION,"Human services contract budget ($000,000)",$722.40,$770.90,$779.70,$747.30,$210.50,$236.60,
2021,LAW,LAW DEPARTMENT,"Expenditures ($000,000)",$275.30,$246.50,$264.80,$240.90,$100.10,$91.90,Includes all funds.
2021,LAW,LAW DEPARTMENT,"Revenues ($000,000)",$35.40,$21.30,$63.70,$21.30,$20.10,$10.10,
2021,LAW,LAW DEPARTMENT,Personnel,"1,809","1,913","1,858","1,897","1,882","1,770",
2021,LAW,LAW DEPARTMENT,Overtime paid ($000),"$1,692","$2,131","$2,132","$2,131",$588,$164,
2021,LIB,PUBLIC LIBRARIES,"Expenditures ($000,000)",$431.40,$426.60,$428.00,$403.20,$307.60,$269.60,Includes all funds.
2021,LIB,PUBLIC LIBRARIES,Personnel,"3,900","4,252","4,006","4,069","3,937","3,875",
2021,LIB,PUBLIC LIBRARIES,"Capital commitments ($000,000)",$33.60,$178.10,$220.00,$95.10,$12.70,$7.60,
2021,LPC,LANDMARKS PRESERVATION COMM.,"Expenditures ($000,000)",$6.40,$6.60,$6.90,$6.80,$2.20,$2.10,Includes all funds.
2021,LPC,LANDMARKS PRESERVATION COMM.,"Revenues ($000,000)",$6.30,$5.50,$5.70,$6.10,$2.90,$2.10,
2021,LPC,LANDMARKS PRESERVATION COMM.,Personnel,76,79,78,79,78,77,
2021,LPC,LANDMARKS PRESERVATION COMM.,Overtime paid ($000),$3,$7,$7,$7,$0,$0,
2021,NYCEM,DEPARTMENT OF EMERGENCY MANAGEMENT,"Expenditures ($000,000)",$257.90,$29.10,$324.20,$28.90,$27.10,$239.50,Includes all funds.
2021,NYCEM,DEPARTMENT OF EMERGENCY MANAGEMENT,Personnel,196,66,209,65,195,196,
2021,NYCEM,DEPARTMENT OF EMERGENCY MANAGEMENT,Overtime paid ($000),"$1,953",$692,$982,$184,$169,$561,
2021,NYCHA,NEW YORK CITY HOUSING AUTHORITY,"Expenditures ($000,000)","$3,749.20","$3,746.10","$3,746.10","$4,083.70","$1,171.80","$1,183.80",Includes all funds.
2021,NYCHA,NEW YORK CITY HOUSING AUTHORITY,"Revenues ($000,000)","$3,486.20","$3,837.40","$3,837.40","$4,058.30","$1,180.30","$1,251.20",
2021,NYCHA,NEW YORK CITY HOUSING AUTHORITY,Personnel,"11,061","11,029","11,968","11,559","11,056","11,787",
2021,NYCHA,NEW YORK CITY HOUSING AUTHORITY,"Overtime paid ($000,000)",$148.00,$105.50,$105.50,$89.80,$44.40,$45.60,
2021,NYCHA,NEW YORK CITY HOUSING AUTHORITY,"Capital commitments ($000,000)",$175.70,$350.70,"$1,575.20",$402.00,$42.80,($37.00),
2021,NYPD,POLICE DEPARTMENT,"Expenditures ($000,000)","$6,086.20","$5,244.30","$5,354.00","$5,419.70","$1,974.30","$1,810.60",Includes all funds.
2021,NYPD,POLICE DEPARTMENT,"Revenues ($000,000)",$101.80,$100.60,$100.50,$104.00,$42.00,$39.50,
2021,NYPD,POLICE DEPARTMENT,Personnel (uniformed),"35,910","35,007","35,007","35,030","36,782","34,270",
2021,NYPD,POLICE DEPARTMENT,Personnel (civilian),"17,506","17,092","16,856","17,268","17,059","16,909",
2021,NYPD,POLICE DEPARTMENT,"Overtime paid ($000,000)",$837.50,$267.90,$254.40,$485.60,$254.00,$123.50,
2021,NYPD,POLICE DEPARTMENT,"Capital commitments ($000,000)",$127.70,$420.50,$300.70,$268.80,$36.70,$21.80,
2021,OATH,OFFICE OF ADMIN TRIALS & HEARINGS,"Expenditures ($000,000)",$44.70,$50.80,$46.50,$51.20,$19.20,$17.40,Includes all funds.
2021,OATH,OFFICE OF ADMIN TRIALS & HEARINGS,"Revenues ($000,000)",$145.20,$151.30,$110.40,$146.30,$65.80,$33.90,
2021,OATH,OFFICE OF ADMIN TRIALS & HEARINGS,Personnel,365,498,449,496,398,355,
2021,OATH,OFFICE OF ADMIN TRIALS & HEARINGS,Overtime paid ($000),$51,$50,$50,$50,$7,$22,
2021,OCME,OFFICE OF CHIEF MEDICAL EXAMINER,"Expenditures ($000,000)",$110.90,$90.40,$152.80,$87.00,$35.60,$52.60,This is a subtotal of the Department of Health and Mental Hygiene total. Includes all funds.
2021,OCME,OFFICE OF CHIEF MEDICAL EXAMINER,Revenues ($000),$2,$50,$50,$50,$0,$0,This is a subtotal of the Department of Health and Mental Hygiene total.
2021,OCME,OFFICE OF CHIEF MEDICAL EXAMINER,Personnel,716,769,676,760,664,715,This is a subtotal of the Department of Health and Mental Hygiene total.
2021,OCME,OFFICE OF CHIEF MEDICAL EXAMINER,"Overtime paid ($000,000)",$9.20,$2.50,$5.20,$2.50,$2.00,$2.60,This is a subtotal of the Department of Health and Mental Hygiene total.
2021,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,"Expenditures ($000,000)",$340.10,$180.30,$284.30,$152.80,$120.30,$107.50,Includes all funds.
2021,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,"Revenues ($000,000)",$0.20,$13.10,$0.20,$0.20,$0.10,$0.10,
2021,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,Personnel,309,345,332,339,303,301,
2021,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,Overtime paid ($000),$205,$65,$65,$65,$14,$7,
2021,SBS,DEPARTMENT OF SMALL BUSINESS SERVICES,"Human services contract budget ($000,000)",$33.50,$21.20,$49.90,$21.30,$1.70,$3.70,
2021,SCA,SCHOOL CONSTRUCTION AUTHORITY,Personnel,859,899,899,899,855,855,
2021,SCA,SCHOOL CONSTRUCTION AUTHORITY,"Capital commitments ($000,000)","$1,791.00","$3,221.10","$4,625.20","$4,635.60",$475.90,$302.30,
2021,TLC,NYC TAXI AND LIMOUSINE COMM,"Expenditures ($000,000)",$52.90,$54.10,$53.80,$54.70,$19.90,$20.70,Includes all funds.
2021,TLC,NYC TAXI AND LIMOUSINE COMM,"Revenues ($000,000)",$67.70,$55.70,$48.60,$56.50,$26.60,$20.80,
2021,TLC,NYC TAXI AND LIMOUSINE COMM,Personnel,641,646,612,633,605,619,
2021,TLC,NYC TAXI AND LIMOUSINE COMM,Overtime paid ($000),"$1,214",$807,$807,$807,$454,$222,
2020,311,311,"Expenditures ($000,000)",$45.70,$44.60,$44.90,$45.20,$20.20,$19.20,This is a subtotal of the Department of Information Technology and Telecommunications total. Includes all funds.
2020,311,311,Personnel,375,405,405,408,381,388,This is a subtotal of the Department of Information Technology and Telecommunications total.
2020,311,311,Overtime paid ($000),$252,$239,$239,$239.00,$53.00,$44.00,This is a subtotal of the Department of Information Technology and Telecommunications total.
2020,ACS,ADMIN FOR CHILDREN'S SERVICES,"Expenditures ($000,000)","$3,149.20","$2,690.40","$2,729.30","$2,685.70","$1,596.00","$1,263.60",Includes all funds.
2020,ACS,ADMIN FOR CHILDREN'S SERVICES,"Revenues ($000,000)",$10.70,$3.40,$3.40,$3.40,$3.50,$4.90,
2020,ACS,ADMIN FOR CHILDREN'S SERVICES,Personnel,"7,148","7,272","7,226",7483,6666,7085,
2020,ACS,ADMIN FOR CHILDREN'S SERVICES,"Overtime paid ($000,000)",$60.30,$17.00,$15.00,$9.90,$17.00,$14.00,
2020,ACS,ADMIN FOR CHILDREN'S SERVICES,"Capital commitments ($000,000)",$33.40,$153.40,$63.10,$116.10,$14.70,$14.50,
2020,ACS,ADMIN FOR CHILDREN'S SERVICES,"Human services contract budget ($000,000)","$1,832.70","$1,396.10","$1,397.60","$1,367.50",$632.10,$476.20,
2020,BIC,BUSINESS INTEGRITY COMMISSION,"Expenditures ($000,000)",$8.80,$9.70,$9.30,$9.70,$4.30,$4.40,Includes all funds.
2020,BIC,BUSINESS INTEGRITY COMMISSION,"Revenues ($000,000)",$4.90,$6.60,$6.70,$4.90,$1.60,$2.30,
2020,BIC,BUSINESS INTEGRITY COMMISSION,Personnel,77,92,93,92,82,86,
2020,BIC,BUSINESS INTEGRITY COMMISSION,Overtime paid ($000),$113,$24,$90,$24.00,$41.00,$40.00,
2020,BOE,BOARD OF ELECTIONS,"Expenditures ($000,000)",$172.90,$246.00,$254.50,$130.90,$55.10,$69.90,Includes all funds.
2020,BOE,BOARD OF ELECTIONS,Revenues ($000),$56,$116,$116,$116.00,$24.00,$9.00,
2020,BOE,BOARD OF ELECTIONS,Personnel,784,"1,079","1,079",1079,764,818,
2020,BOE,BOARD OF ELECTIONS,"Overtime paid ($000,000)",$11.50,$12.10,$12.10,$8.30,$4.60,$2.90,
2020,CCHR,COMMISSION ON HUMAN RIGHTS,"Expenditures ($000,000)",$13.30,$14.20,$14.40,$14.30,$4.70,$4.80,Includes all funds.
2020,CCHR,COMMISSION ON HUMAN RIGHTS,Personnel,131,165,164,164,141,130,
2020,CCHR,COMMISSION ON HUMAN RIGHTS,Overtime paid ($000),$3,$15,$15,$15.00,$2.00,$0.00,
2020,CCRB,COMMISSION ON HUMAN RIGHTS,"Expenditures ($000,000)",$18.50,$19.30,$19.60,$20.40,$6.10,$6.10,Includes all funds.
2020,CCRB,COMMISSION ON HUMAN RIGHTS,Personnel,178,219,218,236,176,191,
2020,CCRB,COMMISSION ON HUMAN RIGHTS,Overtime paid ($000),$544,$0,$229,$0.00,$179.00,$142.00,
2020,CUNY,CITY UNIVERSITY OF NEW YORK,"Expenditures ($000,000)","$1,252.10","$1,205.30","$1,346.90","$1,223.20",$216.90,$336.20,Includes all funds.
